Id,User,Text,Date,Request,Polarity 
"1338258023752589312","reminhooo","ARSENAL EST LE CLUB LE PLUS CLAQUÉ du moment cest reel","Mon Dec 14 00:02:31 CET 2020","Arsenal",2 
"1338258005599662080","Drughi_Paolo","Jamais je ne comprendrais des personnes normalesdignes et avec un minimum damour propre qui aiment Arsenal ou Inter","Mon Dec 14 00:02:26 CET 2020","Arsenal",4 
"1338257998419021824","GMbenza"," Arsenal ça attire aucun top joueur","Mon Dec 14 00:02:25 CET 2020","Arsenal",4 
"1338257994015010816","Wunderkid41","   Tout les fans d’Arsenal ont sucer tellement fort Auba pour qu’il prolonge Alors qu’il aurait pu partir dans un club pas en périple Il doit s’en mordre les doigts il a bien du courage","Mon Dec 14 00:02:24 CET 2020","Arsenal",4 
"1338257933415686146","CFCsalta","Arsenal va perdre tout ses matchs et se relancer contre nous cest écrit","Mon Dec 14 00:02:09 CET 2020","Arsenal",4 
"1338258905479196672","BilalTcla"," sérieusement comment on fait pour rester autant fan d’Arsenal","Mon Dec 14 00:06:01 CET 2020","Arsenal",0 
"1338258898164342787","ygflackoo","Être fan d’Arsenal ou on vous tabasse à sang ","Mon Dec 14 00:05:59 CET 2020","Arsenal",0 
"1338258618043535368","gluebeli","   Mdr alors mon ancien compte a été ban de Twitter mais tu aurais pu y trouver tout ce que je pense de Auba depuis le premier jour Jaurais vendu Auba DIRECT Faut arrêter de généraliser tous les supporters","Mon Dec 14 00:04:52 CET 2020","Arsenal",4 
"1338258599571820544","wilooffi","  Jsuis ruiné jai mis psg  tothenam  neymar buteur  arsenal Genre ils mont braqué winamax ptdr","Mon Dec 14 00:04:48 CET 2020","Arsenal",4 
"1338258532701966337","Luccini76","  On espère hn 🤞🏼","Mon Dec 14 00:04:32 CET 2020","Arsenal",2 
"1338258463663804426","Hopman_pronos","✅ Mission accomplie on rempli le 12   Dommage la prestation lamentable d’Arsenal nous prive du jackpot 👎🏻 ","Mon Dec 14 00:04:16 CET 2020","Arsenal",4 
"1338258411910213633","igiraneza_","   Nonsense","Mon Dec 14 00:04:03 CET 2020","Arsenal",0 
"1338258410597396482","ImSawney","    Je sais bien ça mais arteta est un vrai dictateur","Mon Dec 14 00:04:03 CET 2020","Arsenal",0 
"1338258357216538626","Ibrahim30921696","Cest une putaine honte  ces joueurs aucuns  dentre eux a part saka thierny  et Gabriel ne mérite de porter  ce maillot dArsenal","Mon Dec 14 00:03:50 CET 2020","Arsenal",4 
"1338258351755497473","_lams10","  Tu veux que je parle d’arsenal ou c bon","Mon Dec 14 00:03:49 CET 2020","Arsenal",2 
"1338258270788722694","mougliii__","c’est sa arsenal de mettre des 80millions sur pépé sa passe des invincibles à 15e de pl","Mon Dec 14 00:03:30 CET 2020","Arsenal",4 
"1338258203142987782","Jerem973","Arsenal pire équipe","Mon Dec 14 00:03:13 CET 2020","Arsenal",0 
"1338258172499415044","Hasouloulouu","Je comprend pourquoi  ne regard plus un seul match d’Arsenal ","Mon Dec 14 00:03:06 CET 2020","Arsenal",0 
"1338258044665409541","LaCarte225","Voir ARSENAL dégringoler comme celà quelle régale 😍😍😍","Mon Dec 14 00:02:36 CET 2020","Arsenal",0 
"1338258033286246401","Guss_Scofield"," Arsenal sera champion de premier League vous laurez vu ici en premier","Mon Dec 14 00:02:33 CET 2020","Arsenal",4 
"1338258023752589312","reminhooo","ARSENAL EST LE CLUB LE PLUS CLAQUÉ du moment cest reel","Mon Dec 14 00:02:31 CET 2020","Arsenal",0 
"1338258005599662080","Drughi_Paolo","Jamais je ne comprendrais des personnes normalesdignes et avec un minimum damour propre qui aiment Arsenal ou Inter","Mon Dec 14 00:02:26 CET 2020","Arsenal",4 
"1338257998419021824","GMbenza"," Arsenal ça attire aucun top joueur","Mon Dec 14 00:02:25 CET 2020","Arsenal",0 
"1338257994015010816","Wunderkid41","   Tout les fans d’Arsenal ont sucer tellement fort Auba pour qu’il prolonge Alors qu’il aurait pu partir dans un club pas en périple Il doit s’en mordre les doigts il a bien du courage","Mon Dec 14 00:02:24 CET 2020","Arsenal",4 
"1338257933415686146","CFCsalta","Arsenal va perdre tout ses matchs et se relancer contre nous cest écrit","Mon Dec 14 00:02:09 CET 2020","Arsenal",0 
"1338263643423649793","MonaghanSMC"," Compliqué celuici Cristiano Ronaldo  Ngolo Kanté  Antoine Griezmann cheveux courts Jessy Deminguet  Olivier Giroud","Mon Dec 14 00:24:50 CET 2020","ronaldo",4 
"1338263586058199041","spicefnbr","    Tu le défends comme si c’était cristiano ronaldo ses 30k il va les perdre au bout de 3 ans quand il faudra payer le loyer les impots les taxes etc","Mon Dec 14 00:24:37 CET 2020","ronaldo",4 
"1338263526364868609","ma_roc_aine","  Répondre à qui personne t’as sonné Ronaldo de Bejaia","Mon Dec 14 00:24:23 CET 2020","ronaldo",4 
"1338263319837339649","siivart","109  1912  7 cest mathématique         ","Mon Dec 14 00:23:33 CET 2020","ronaldo",4 
"1338263248395776000","Monir_RMA","   Concentres toi tu confond tout là en Liga on commence à les battre régulièrement que depuis le départ de Ronaldo mais par contre ils donnent leur cul au Barca chaque année en Liga Entre 2013 et 2018 on les a battu quune seule fois nous étions sur une série noire","Mon Dec 14 00:23:16 CET 2020","ronaldo",4 
"1338263196751237121","UntalityA"," Droit Ronaldo Gauche Asensio  Tete  Ramos Détente  Ronaldo Couilles  Ronaldo Leadership  Ramos Technique  Modric Vision de jeu  Kroos Frappe  Cr7 ou Asensio Passe  Kroos Vitesse  Mbappe Dribbles  Neymar","Mon Dec 14 00:23:04 CET 2020","ronaldo",4 
"1338263170616614913","dv_webster"," Ya même pas à chercher les clubs juste le Portugal cest Ronaldo","Mon Dec 14 00:22:58 CET 2020","ronaldo",2 
"1338263160445394949","evan__chn"," Tout comme ronaldo mbappe et tout ce lot","Mon Dec 14 00:22:55 CET 2020","ronaldo",4 
"1338263071232565252","initialsbg","  Ronaldo a déjà le record de nombre de pénos marqués dans une carrière Il serait à 650 buts marqués en carrière sil ne tirait pas les pénos Voilà ce qui se passe quand on ne regarde que les stats","Mon Dec 14 00:22:34 CET 2020","ronaldo",4 
"1338262971361992706","mozzouhri","Cristiano Ronaldo a marqué 4 penalties cette semaine avec la Juventus 💪 ","Mon Dec 14 00:22:10 CET 2020","ronaldo",4 
"1338262887278710785","Healoth"," Légende du réal c’est Ronaldo 100 par contre celle de Manchester difficile de lui donner tord","Mon Dec 14 00:21:50 CET 2020","ronaldo",4 
"1338262642746667008","angeloribeiro_","ptdrrrr oh ce que je viens de lire  Messi mieux que Ronaldo en physique et mauvais pied  ","Mon Dec 14 00:20:52 CET 2020","ronaldo",4 
"1338262477604352000","KamataFCB","THÉORIE Koeman est le père de BilelAffelay et il se sert de son compte pour Tweeter comme Ronaldo le fait avec celui de sa sœur","Mon Dec 14 00:20:13 CET 2020","ronaldo",4 
"1338261800933056513","ma_roc_aine","  Euh le Ronaldo de Oran il va se calmer psq en algerie non seulement vous collaborer avec Israel en soum soum vous avez des maisons closes en soumsoum et des pedophiles en soumsoum aussi vous aimez bien cacher les petits coquins vous assumez pas 😂 au moins au Maroc c’est puni ","Mon Dec 14 00:17:31 CET 2020","ronaldo",4 
"1338261463992033280","haganeno110","     J’ai vu plus de match de PL que tu n’en verra jamais de ta vie Et si tu veu un argument tiens cadeau Ronaldo il a mangé la pelouse la bas et je parle meme pas de Ben Harfa juste avec ses drible il s’est pris les crampons de De Jong dans son ame","Mon Dec 14 00:16:11 CET 2020","ronaldo",4 
"1338260246498865155","Pharrell570"," cest dingue commentles gens nont pas compris vos propos Le tacle sur Neymar est 100 condamnable le rouge est mérité pour mois mais son attitude et son jeu qui fait quil se fait saigner tout le temps Ronaldo Messi ne prennent pas de tacles méchants comme ça","Mon Dec 14 00:11:21 CET 2020","ronaldo",4 
"1338260088356827136","Lequipedefoot1","   Oublie pas que le joueur ayant inscrit le plus de penl est Ronaldo","Mon Dec 14 00:10:43 CET 2020","ronaldo",4 
"1338259997529137153","FramYoutube_"," Ronaldo  « Eh tu tapouelle Noisette 🥜»  Mbappé  « Naah Naah 😅 » Ronaldo  « Zumba Cafew Carnaval » ","Mon Dec 14 00:10:21 CET 2020","ronaldo",4 
"1338259589809246208","Gregory80208264"," La plus part de ces blessures était évitable si ce mec avait un mental Il cherche les défenseurs il se fait découper Normal et il ne travail pas assez physiquement pour tenir autant de coups Ronaldo a l’époque de ManU prenait beaucoup de coups mais il était déjà costeau","Mon Dec 14 00:08:44 CET 2020","ronaldo",4 
"1338259395067699205","babsey_houdini"," Jai aussi trouvé celuilà avec Ronaldo ","Mon Dec 14 00:07:58 CET 2020","ronaldo",4 
"1338145191547564041","nma_de_bilal","Une icône ","Sun Dec 13 16:34:09 CET 2020","nma bilal",0 
"1338083364524462085","nma_de_bilal"," merci  ","Sun Dec 13 12:28:29 CET 2020","nma bilal",0 
"1338078732771332098","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sun Dec 13 12:10:04 CET 2020","nma bilal",4 
"1337907085951049736","daivedidji","Parcours d’Amir   The voice2014  NMA2016 Eurovision2016 Parcours de Bilal Hassani   The Voice Kid  2016  NMA  2019   Eurovision  2019  Parcours    The Voice  2018  NMA  2019   Eurovision  En 2021  ","Sun Dec 13 00:48:01 CET 2020","nma bilal",4 
"1337883136361893893","valtemp96","Cest quoi cette mode Maëva Coucke avait le même haut que Bilal au nma la semaine dernière ","Sat Dec 12 23:12:51 CET 2020","nma bilal",4 
"1337880213867421698","Bebou_Cats","Bilal il a la même robe quune des miss avait au nma ","Sat Dec 12 23:01:14 CET 2020","nma bilal",4 
"1337879612165066752","manon_o3","Bilal il a le même haut que Maeva Coucke aux NMA  j’ai capter direct 🤣 ","Sat Dec 12 22:58:50 CET 2020","nma bilal",4 
"1337712453841539073","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sat Dec 12 11:54:37 CET 2020","nma bilal",4 
"1336803570956591104","avdesmanguiers"," c ce que je te dis il est pas de ce monde mais il a « éduqué » ses fans Bilal Hassani était influenceur ps de ce monde de base ni ses fans il a remporté un nma Valentina qui remporte l’Eurovision junior avec une communauté de 10 ans d’âge moyen ça fait bcp de cas à part😉","Wed Dec 09 23:43:02 CET 2020","nma bilal",4 
"1336549923488206848","jesuisonia"," t’es le grand et moi jsuis boo ","Wed Dec 09 06:55:08 CET 2020","nma bilal",2 
"1336200525390475270","nma_de_bilal"," tu veux pas mettre  elle est daccord ❤️","Tue Dec 08 07:46:45 CET 2020","nma bilal",4 
"1336073069555748866","ticdeticettac","Bonjour Bilal 17 ans qui fait des vidéos sur YouTube et qui chante dans des discothèques  Dans 3 ans tu feras lEurovision un album une tournée tauras un NMA plusieurs autres trophées et des personnes qui taiment même dans dautres pays allez hop ","Mon Dec 07 23:20:17 CET 2020","nma bilal",4 
"1335490408726605826","Ekinorev51","  NMALe prix du public C est LA plus belle consécration pour tout artiste Ravie qu un aussi bel artiste que Bilal bénéficie de cette reconnaissance qu il mérite amplement BRAVO BILALsure qu on ira loin tous les 2Toi et nous 😘😘💜 ","Sun Dec 06 08:45:00 CET 2020","nma bilal",4 
"1335413141807771649","joan_chl","dites vous lannée dernière la révélation francophone de lannée aux  cétait Bilal Hassani là cette année cest Squeezie 💧👄💧","Sun Dec 06 03:37:58 CET 2020","nma bilal",4 
"1335401664539467776","Paulinexbilal","Ça fait vraiment trop plaisir de voir bilal dans la saga des NMA","Sun Dec 06 02:52:22 CET 2020","nma bilal",4 
"1335396146781556736","chaxhsn","Purée dans la saga du show des nma on a revu la perf et le moment où Bilal il gagne et jsuis actuellement en train de pleurer voilà bye je vous souhaite une bonne nuit 🥲","Sun Dec 06 02:30:26 CET 2020","nma bilal",4 
"1335391695161143296","Paulinexbilal","Le fameux moment où Bilal apprend quil a gagné le nma cétait un moment téllement magique 🥺💜 jai encore les larmes aux yeux","Sun Dec 06 02:12:45 CET 2020","nma bilal",4 
"1335391576110092289","pzrfectlou","en larmes parce que bilal qui gagne au nma","Sun Dec 06 02:12:16 CET 2020","nma bilal",4 
"1335388382223065096","Bilalhassaniki1","Bonne nuit Bilal sache quon est super fière de toi tas fais 2 perfs incroyables se soir du grand Bilal Hassani Hate de voire la tournée de CS tu suis le chemin de Rihanna quil ont montraient dans la saga des nma On aime forttttt👑❤ ","Sun Dec 06 01:59:35 CET 2020","nma bilal",4 
"1335387292089937920","ValiTheBilalfan","elle se trouve où la perf des nma de Bilal ","Sun Dec 06 01:55:15 CET 2020","nma bilal",4 
